id,error_type,sentence_text,gold_label,gold_trigger,pred_label,pred_trigger,gold_ix,pred_ix,1_tok_error,1_tok_error_missclf,specialised context/creative language,Lexical sparse,plausible: saliency,ambiguous trigger,example,,,notes
bac04_41,spurious,And Bank of America still trades at a lower valuation than some competitors like JPMorgan Chase .,,,SecurityValue,valuation,,984,1,,,,,,,,,
bac05_0,spurious,BofA Includes Bitcoin Trust in Broader Ban on Investments,,,Investment,Investments,,8,,,,,y,,,,,
bac05_1,missing,"Bank of America Corp . ' s Merrill Lynch told employees last month not to offer clients Grayscale ' s Bitcoin Investment Trust , one of the few financial instruments directly holding the digital coin , as the brokerage broadly eschews the virtual currency .",Product/Service,offer,,,24,,,,y,,,,,,,
bac05_2,missing,"The firm - - already known to be refraining from offering bitcoin futures contracts - - told financial advisers not to pitch the fund or execute new client requests to buy into it , according to an excerpt of a Dec . 8 internal memo .",Product/Service,offering,,,64,,,,y,,,,,,,
bac05_2,missing,"The firm - - already known to be refraining from offering bitcoin futures contracts - - told financial advisers not to pitch the fund or execute new client requests to buy into it , according to an excerpt of a Dec . 8 internal memo .",Investment,buy,,,84,,,,y,,,y,,,,
bac05_2,missing,"The firm - - already known to be refraining from offering bitcoin futures contracts - - told financial advisers not to pitch the fund or execute new client requests to buy into it , according to an excerpt of a Dec . 8 internal memo .",Product/Service,pitch,,,75,,,,y,,,,,,,
bac05_5,missing,Wall Street firms have broken ranks in recent weeks over whether to facilitate customers ' bets on bitcoin amid widespread concern that it ' s a bubble or that the cryptocurrency ' s price is potentially susceptible to manipulation .,Product/Service,facilitate,,,142,,,,y,,,,,,,
bac05_5,missing,Wall Street firms have broken ranks in recent weeks over whether to facilitate customers ' bets on bitcoin amid widespread concern that it ' s a bubble or that the cryptocurrency ' s price is potentially susceptible to manipulation .,CSR/Brand,bubble,,,156,,,,y,,,,,,,
bac05_5,missing,Wall Street firms have broken ranks in recent weeks over whether to facilitate customers ' bets on bitcoin amid widespread concern that it ' s a bubble or that the cryptocurrency ' s price is potentially susceptible to manipulation .,CSR/Brand,concern,,,150,,,,y,,,,,,,
bac05_5,missing,Wall Street firms have broken ranks in recent weeks over whether to facilitate customers ' bets on bitcoin amid widespread concern that it ' s a bubble or that the cryptocurrency ' s price is potentially susceptible to manipulation .,CSR/Brand,susceptible,,,166,,,,y,,,,,,,
bac05_6,spurious,Bank of America is among brokerages that have held off on offering the futures introduced last month by Cboe Global Markets Inc . and CME Group Inc . .,,,Product/Service,introduced,,184,,,,,y,,,,,
bac05_8,missing,"` ` The decision to close GBTC to new purchases is driven by concerns pertaining to suitability and eligibility standards of this product , ' ' executives wrote in the memo .",Product/Service,close,,,225,,1,,,,,,,,,
bac05_8,missing,"` ` The decision to close GBTC to new purchases is driven by concerns pertaining to suitability and eligibility standards of this product , ' ' executives wrote in the memo .",CSR/Brand,concerns,,,233,,,,,,,,,,,
bac05_9,missing,"The bank does n't offer retail clients any other bitcoin-linked products , according to a person with knowledge of the matter who asked not to be identified discussing company offerings .",Product/Service,offer,,,256,,,,,,,,,,,
bac06_0,missing,Bank of America Hires Law Firm to Help Probe $ 292 Million Loss,Employment,Hires,,,3,,,,,,,,,,,short
bac06_0,missing,Bank of America Hires Law Firm to Help Probe $ 292 Million Loss,Profit/Loss,Loss,,,12,,,,,,,,,,,short 
bac06_0,missing,Bank of America Hires Law Firm to Help Probe $ 292 Million Loss,Deal,Help,,,7,,,,,,,,,,,short
bac06_1,mismatch_label,Bank of America has hired Davis Polk & Wardwell to look into a $ 292 million charge tied to a soured loan to the parent company of Mattress Firm and Sleepy ' s .,Profit/Loss,charge,Legal,charge,29,29,,,,,,,,,,
bac06_2,mismatch_label,"Bank of America Corp . has brought in an outside law firm to help examine a soured lending arrangement that led to a $ 292 million charge in last year ' s fourth quarter , according to people familiar with the matter .",Profit/Loss,charge,Legal,charge,73,73,,,,,,,,,,
bac06_2,mismatch_label,"Bank of America Corp . has brought in an outside law firm to help examine a soured lending arrangement that led to a $ 292 million charge in last year ' s fourth quarter , according to people familiar with the matter .",Financing,arrangement,Deal,arrangement,65,65,,,,,,,,,,
bac06_2,missing,"Bank of America Corp . has brought in an outside law firm to help examine a soured lending arrangement that led to a $ 292 million charge in last year ' s fourth quarter , according to people familiar with the matter .",Deal,help,,,60,,,,,,,,,,,
bac06_2,missing,"Bank of America Corp . has brought in an outside law firm to help examine a soured lending arrangement that led to a $ 292 million charge in last year ' s fourth quarter , according to people familiar with the matter .",Employment,brought,,,53,,,,,,,,,,,
bac06_4,missing,"Bank of America is trying to figure out if the losses , which surfaced at many big global banks , could somehow have been avoided , the people said .",Profit/Loss,losses,,,122,,,,,,,,,,,
bac06_4,missing,"Bank of America is trying to figure out if the losses , which surfaced at many big global banks , could somehow have been avoided , the people said .",Profit/Loss,which,,,124,,,,,,,,,,,
bac06_5,spurious,"The inquiry is being conducted by law firm Davis Polk & Wardwell LLP and began late last year , the people said .",,,Legal,inquiry,,143,,,,,,,,,,
bac06_6,spurious,"The law firm recently has interviewed Bank of America staff , some of the people added .",,,Employment,interviewed,,170,,,,,,,,,,
bac06_9,missing,"It ' s the responsible thing for a financial institution to do , ' ' a bank spokesman said .",CSR/Brand,responsible,,,243,,,,,,,,,,,
bac06_13,spurious,"Bank of America was one of a number of global lenders that held pieces of a € 1.6 billion ( $ 2.0 billion ) loan to Christo Wiese , then chairman of the South African retailer .",,,Financing,loan,,389,1,,,,,,,,,
bac06_13,missing,"Bank of America was one of a number of global lenders that held pieces of a € 1.6 billion ( $ 2.0 billion ) loan to Christo Wiese , then chairman of the South African retailer .",Financing,pieces,,,378,,,,,,,,,,,
bac06_15,spurious,"Those shares collapsed in value last fall after the retailer , which owns Mattress Firm and the Sleepy ' s brand , disclosed accounting irregularities .",,,SecurityValue,collapsed,,420,1,,,,,,,,,
bac06_15,missing,"Those shares collapsed in value last fall after the retailer , which owns Mattress Firm and the Sleepy ' s brand , disclosed accounting irregularities .",SecurityValue,shares,,,419,,,,,,,,,,,
bac06_15,missing,"Those shares collapsed in value last fall after the retailer , which owns Mattress Firm and the Sleepy ' s brand , disclosed accounting irregularities .",CSR/Brand,irregularities,,,442,,,,,,,,,,,
bac06_16,spurious,The speed of the resulting share-price decline - - the stock was worth 120 % of the loan on Dec . 5 and less than 24 % two days later - - left banks few good options .,,,Financing,loan,,461,,,,,,,,,,
bac06_16,spurious,The speed of the resulting share-price decline - - the stock was worth 120 % of the loan on Dec . 5 and less than 24 % two days later - - left banks few good options .,,,SecurityValue,worth,,456,1,,,,,,,,,
bac06_16,missing,The speed of the resulting share-price decline - - the stock was worth 120 % of the loan on Dec . 5 and less than 24 % two days later - - left banks few good options .,SecurityValue,stock,,,454,,,,,,,,,,,
bac06_19,spurious,The four banks booked a combined hit to fourth-quarter earnings of more than $ 1 billion .,,,Profit/Loss,earnings,,540,1,,,,,,,,,
bac06_19,missing,The four banks booked a combined hit to fourth-quarter earnings of more than $ 1 billion .,Profit/Loss,hit,,,537,,,,,,,,,,,
bac06_20,missing,Bank of America ' s $ 292 million loss was the second-largest charge for the quarter and was spread across its global banking and markets divisions .,Profit/Loss,charge,,,560,,,,,,,,,,,
bac06_21,missing,"That drove the bulk of loan-loss provisions in both units in the fourth quarter , a sign of both how large the Steinhoff loss was - - and how healthy the rest of the units ' portfolios were by contrast .",Expense,provisions,,,581,,,,,,,,,,,
bac06_21,missing,"That drove the bulk of loan-loss provisions in both units in the fourth quarter , a sign of both how large the Steinhoff loss was - - and how healthy the rest of the units ' portfolios were by contrast .",Profit/Loss,That,,,575,,,,,,,,,,,
bac06_22,missing,"Citigroup had the highest charge , described as up to $ 370 million .",Profit/Loss,charge,,,620,,,,,,,,,,,
bac06_23,mismatch_label,The losses hit banks so quickly and broadly that many analysts have brushed off the charges as a one-time occurrence that is n't indicative of broader underwriting problems .,Profit/Loss,charges,Legal,charges,645,645,,,,,,,,,,
bac06_23,missing,The losses hit banks so quickly and broadly that many analysts have brushed off the charges as a one-time occurrence that is n't indicative of broader underwriting problems .,CSR/Brand,problems,,,657,,,,,,,,,,,
bac06_23,missing,The losses hit banks so quickly and broadly that many analysts have brushed off the charges as a one-time occurrence that is n't indicative of broader underwriting problems .,Profit/Loss,losses,,,631,,,,,,,,,,,
bac06_24,missing,"Still , Bank of America is looking to see how the exposure to Steinhoff came to be and how the bank can avoid similar problems in the future , the people familiar with the matter said .",Investment,exposure,,,670,,,,,,,,,,,
bac06_26,mismatch_label,"Those banks sold off large chunks of their exposure to several other banks , including Bank of America .",SalesVolume,sold,Merger/Acquisition,sold,716,716,,,,,,,,,,
bac06_26,missing,"Those banks sold off large chunks of their exposure to several other banks , including Bank of America .",Investment,exposure,,,722,,,,,,,,,,,
bac06_27,spurious,The loan was made to a vehicle controlled by Mr . Wiese in September 2016 to help him fund a Steinhoff capital-raising needed to pay for one of its many acquisitions .,,,Investment,fund,,751,1,1,,,,,,,,
bac06_27,mismatch_label,The loan was made to a vehicle controlled by Mr . Wiese in September 2016 to help him fund a Steinhoff capital-raising needed to pay for one of its many acquisitions .,Financing,capital-raising,Investment,capital-raising,754,754,,,,,,,,,,
bac06_27,mismatch_label,The loan was made to a vehicle controlled by Mr . Wiese in September 2016 to help him fund a Steinhoff capital-raising needed to pay for one of its many acquisitions .,Financing,loan,Investment,loan,734,734,,,,,,,,,,
bac06_28,mismatch_label,Mr . Wiese ' s vehicles pledged 628 million shares - - at that point worth $ 3.175 billion - - as collateral against the loan .,Financing,pledged,Investment,pledged,771,771,,,,,,,,,,
bac06_29,mismatch_label,"In essence , Mr . Wiese borrowed against his Steinhoff shares to buy more Steinhoff shares .",Financing,borrowed,Investment,borrowed,798,798,,,,,,,,,,
bac06_30,spurious,"Such stock-based lending had been booming across the banking industry due to what was until recent days a long , low-volatility stock rally and the loans ' light capital requirements .",,,Macroeconomics,booming,,814,,,,,,,,,,
bac06_30,missing,"Such stock-based lending had been booming across the banking industry due to what was until recent days a long , low-volatility stock rally and the loans ' light capital requirements .",SecurityValue,rally,,,831,,,,,,,,,,,
bac06_31,missing,"Bank of America , which experienced major losses and fines in connection with the financial crisis , has become much more conservative in recent years across its businesses .",CSR/Brand,become,,,858,,,,,,,,,,,
bac06_31,missing,"Bank of America , which experienced major losses and fines in connection with the financial crisis , has become much more conservative in recent years across its businesses .",Profit/Loss,losses,,,847,,,,,,,,,,,
cvx04_1,missing,"Nymex crude oil ended last week at $ 65.45 per barrel , up 8.9 % year to date , outperforming the gain of 3.2 % for the Dow Jones Industrial Average .",Macroeconomics,outperforming,,,29,,,,y,,,,,,,
cvx04_1,missing,"Nymex crude oil ended last week at $ 65.45 per barrel , up 8.9 % year to date , outperforming the gain of 3.2 % for the Dow Jones Industrial Average .",SecurityValue,ended,,,13,,1,,y,,,,,,,
cvx04_2,spurious,"Chevron Corporation ( CVX ) and Exxon Mobil Corporation ( XOM ) are two ' ' Dogs of the Dow ' ' for 2018 , and they ended last week with Chevron shares down 5.3 % and Exxon Mobil shares up just 1.1 % year to date .",,,SecurityValue,shares,,74,1,,,,y,,,,,
cvx04_2,spurious,"Chevron Corporation ( CVX ) and Exxon Mobil Corporation ( XOM ) are two ' ' Dogs of the Dow ' ' for 2018 , and they ended last week with Chevron shares down 5.3 % and Exxon Mobil shares up just 1.1 % year to date .",,,SecurityValue,up,,82,1,,,,y,,,,,
cvx04_3,spurious,"Chevron and Exxon Mobil both reported quarterly earnings on Friday , and both companies missed analysts ' expectations .",,,FinancialReport,missed,,104,1,,,,y,,,,,
cvx04_3,spurious,"Chevron and Exxon Mobil both reported quarterly earnings on Friday , and both companies missed analysts ' expectations .",,,FinancialReport,reported,,95,1,,,,y,,,,,
cvx04_3,missing,"Chevron and Exxon Mobil both reported quarterly earnings on Friday , and both companies missed analysts ' expectations .",FinancialReport,expectations,,,107,,1,,,,,,,,,
cvx04_3,missing,"Chevron and Exxon Mobil both reported quarterly earnings on Friday , and both companies missed analysts ' expectations .",FinancialReport,earnings,,,97,,1,,,,,,,,,
cvx04_5,spurious,"Chevron has a dividend yield of 3.78 % , and Exxon Mobil has a dividend yield of 3.71 % , which make these stocks too cheap to ignore based on dividends .",,,Dividend,dividend,,140,1,,,,y,,,,,
cvx04_5,spurious,"Chevron has a dividend yield of 3.78 % , and Exxon Mobil has a dividend yield of 3.71 % , which make these stocks too cheap to ignore based on dividends .",,,Dividend,dividend,,151,1,,,,y,,,,,
cvx04_5,spurious,"Chevron has a dividend yield of 3.78 % , and Exxon Mobil has a dividend yield of 3.71 % , which make these stocks too cheap to ignore based on dividends .",,,Dividend,dividends,,167,,,,,y,,,,,
cvx04_7,missing,"Chevron ' s P / E is 34.52 , and Exxon Mobil ' s is 27.60 .",FinancialReport,E,,,190,,1,,,,,,,,,
cvx04_8,missing,The P / E for the Dow 30 is 26.85 .,FinancialReport,E,,,205,,1,,,,,,,,,
cvx04_10,missing,"The weekly chart for crude oil is positive but overbought , with oil above its five-week modified moving average of $ 62.67 .",FinancialReport,chart,,,221,,,,,,,,,,,
cvx04_10,missing,"The weekly chart for crude oil is positive but overbought , with oil above its five-week modified moving average of $ 62.67 .",SecurityValue,above,,,232,,,,,,,,,,,
cvx04_11,spurious,"Oil is also above its 200 - week simple moving average at $ 56.28 and has been above this ` ` reversion to the mean ' ' since the week of Dec . 29 , when the average was $ 57.34 .",,,SecurityValue,reversion,,263,1,,,y,,,,,,
cvx04_11,missing,"Oil is also above its 200 - week simple moving average at $ 56.28 and has been above this ` ` reversion to the mean ' ' since the week of Dec . 29 , when the average was $ 57.34 .",SecurityValue,been,,,258,,1,,,,,,,,,
cvx04_11,missing,"Oil is also above its 200 - week simple moving average at $ 56.28 and has been above this ` ` reversion to the mean ' ' since the week of Dec . 29 , when the average was $ 57.34 .",SecurityValue,above,,,245,,1,,,,,,,,,
cvx04_12,spurious,"The 12 x 3 x 3 weekly slow stochastic reading ended last week at 91.97 , above the overbought threshold of 80.00 and above 90.00 as an ` ` inflating parabolic bubble . ' '",,,Rating,threshold,,303,1,,,,,,,,,
cvx04_12,missing,"The 12 x 3 x 3 weekly slow stochastic reading ended last week at 91.97 , above the overbought threshold of 80.00 and above 90.00 as an ` ` inflating parabolic bubble . ' '",FinancialReport,reading,,,293,,,,,,,,,,,
cvx04_13,spurious,"Given this chart and analysis , my strategy is to buy oil on weakness to my monthly value level of $ 61.69 and to reduce holdings on strength to my weekly risky level of $ 67.60 .",,,SecurityValue,oil,,330,,,,,,,,,,
cvx04_13,missing,"Given this chart and analysis , my strategy is to buy oil on weakness to my monthly value level of $ 61.69 and to reduce holdings on strength to my weekly risky level of $ 67.60 .",Rating,strategy,,,326,,,,,,,,,,,
cvx04_13,missing,"Given this chart and analysis , my strategy is to buy oil on weakness to my monthly value level of $ 61.69 and to reduce holdings on strength to my weekly risky level of $ 67.60 .",Rating,holdings,,,344,,,,,,,,,,,
cvx04_14,spurious,"I show annual and quarterly pivots of $ 63.81 and $ 64.53 , respectively .",,,SecurityValue,pivots,,361,,,,,y,,,,,
cvx04_16,spurious,"The weekly chart for Chevron is negative , with the stock below its five-week modified moving average of $ 123.50 and above its 200 - week simple moving average of $ 106.95 , which is the ` ` reversion to the mean , ' ' last tested during the week of Aug . 25 , when the average was $ 107.13 .",,,SecurityValue,reversion,,414,,,,,y,,,,,
cvx04_16,spurious,"The weekly chart for Chevron is negative , with the stock below its five-week modified moving average of $ 123.50 and above its 200 - week simple moving average of $ 106.95 , which is the ` ` reversion to the mean , ' ' last tested during the week of Aug . 25 , when the average was $ 107.13 .",,,SecurityValue,average,,404,,,,,y,,,,,
cvx04_16,missing,"The weekly chart for Chevron is negative , with the stock below its five-week modified moving average of $ 123.50 and above its 200 - week simple moving average of $ 106.95 , which is the ` ` reversion to the mean , ' ' last tested during the week of Aug . 25 , when the average was $ 107.13 .",FinancialReport,chart,,,378,,,,,,,,,,,
cvx04_17,spurious,"The 12 x 3 x 3 weekly slow stochastic reading is projected to slide to 68.49 this week , falling below the overbought threshold of 80.00 .",,,SecurityValue,slide,,451,,,,,y,,,,,
cvx04_17,spurious,"The 12 x 3 x 3 weekly slow stochastic reading is projected to slide to 68.49 this week , falling below the overbought threshold of 80.00 .",,,Rating,threshold,,461,,,,,y,,,,,
cvx04_18,spurious,"Given this chart and analysis , I recommend buying Chevron shares on weakness to my semiannual value level of $ 98.73 and reducing holdings on strength to my monthly risky level of $ 129.72 .",,,Rating,buying,,473,1,,,,y,,,,,
cvx04_20,spurious,"The weekly chart for Exxon Mobil is projected to be negative at the end of this week if the stock closes the week below its five-week modified moving average of $ 84.90 and below its 200 - week simple moving average of $ 86.35 , which is the ` ` reversion to the mean . ' '",,,SecurityValue,closes,,526,1,,,,y,,,,,
cvx04_20,missing,"The weekly chart for Exxon Mobil is projected to be negative at the end of this week if the stock closes the week below its five-week modified moving average of $ 84.90 and below its 200 - week simple moving average of $ 86.35 , which is the ` ` reversion to the mean . ' '",SecurityValue,stock,,,525,,,,,,,,,,,
cvx04_20,missing,"The weekly chart for Exxon Mobil is projected to be negative at the end of this week if the stock closes the week below its five-week modified moving average of $ 84.90 and below its 200 - week simple moving average of $ 86.35 , which is the ` ` reversion to the mean . ' '",FinancialReport,chart,,,508,,,,,,,,,,,
cvx04_21,spurious,"The 12 x 3 x 3 weekly slow stochastic reading is projected to end this week at 76.40 , falling below the overbought threshold of 80.00 .",,,Rating,threshold,,586,,,,,,,,,,
cvx04_21,missing,"The 12 x 3 x 3 weekly slow stochastic reading is projected to end this week at 76.40 , falling below the overbought threshold of 80.00 .",FinancialReport,reading,,,572,,,,,,,,,,,
cvx04_22,spurious,"Given this chart and analysis , my strategy is to buy Exxon Mobil shares on weakness to my semiannual value level of $ 73.53 and to reduce holdings on strength to my quarterly and annual risky levels of $ 92.47 and $ 103.71 , respectively .",,,SecurityValue,weakness,,605,,,,,y,,,,,
cvx04_22,missing,"Given this chart and analysis , my strategy is to buy Exxon Mobil shares on weakness to my semiannual value level of $ 73.53 and to reduce holdings on strength to my quarterly and annual risky levels of $ 92.47 and $ 103.71 , respectively .",Rating,strategy,,,597,,,,,,,,,,,
cvx04_22,missing,"Given this chart and analysis , my strategy is to buy Exxon Mobil shares on weakness to my semiannual value level of $ 73.53 and to reduce holdings on strength to my quarterly and annual risky levels of $ 92.47 and $ 103.71 , respectively .",Rating,holdings,,,617,,,,,,,,,,,
cvx04_23,spurious,My monthly pivot is $ 84.82 .,,,SecurityValue,pivot,,638,,,,,y,,,,,
cvx05_1,missing,Shale helped the oil major replace reserves at a healthy pace last year .,FinancialReport,reserves,,,18,,,,,,,,,,,
cvx05_2,missing,"Chevron Corp . is not shy about touting its 1.7 million acres of real estate in the prolific Permian basin , the center of the U.S . tight-oil boom .",Macroeconomics,boom,,,54,,,,,,,,,,,
cvx05_5,missing,"According to its 10 - K , Chevron replaced 161 percent of its production organically - - before factoring in purchases and disposals - - a healthy figure after several pretty mediocre years :",FinancialReport,figure,,,136,,,,,,,,,,,
cvx05_5,missing,"According to its 10 - K , Chevron replaced 161 percent of its production organically - - before factoring in purchases and disposals - - a healthy figure after several pretty mediocre years :",Product/Service,production,,,122,,,,,,,,,,,
cvx05_7,missing,"Chevron ' s additions to proved reserves took a quantum leap in 2017 , relative to production",FinancialReport,leap,,,155,,,,,,,,,,,
cvx05_9,missing,The company ' s home operations added almost 6 cubic feet of natural gas to proved reserves for every one produced and almost four barrels of oil for every one pumped out .,FinancialReport,added,,,184,,,,,,,,,,,
cvx05_11,missing,Chevron ' s U.S . operations powered the big jump in the company ' s reserve-replacement ratio in 2017 Note : Organic reserve-replacement ratio .,FinancialReport,in,,,230,,,,,,,,,,,
cvx05_12,missing,"By extension , Chevron can also thank OPEC , the Russians and a handful of other countries cutting supply and thereby pushing average benchmark U.S . oil prices up by about $ 7.40 a barrel last year .",Macroeconomics,prices,,,265,,,,,,,,,,,
cvx05_14,missing,And a better price environment encourages oil and gas companies to get back to work ; Chevron drilled or participated in 310 wells in the Permian basin last year versus just 201 in 2016 .,Facility,drilled,,,332,,,,,,,,,,,
cvx05_14,missing,And a better price environment encourages oil and gas companies to get back to work ; Chevron drilled or participated in 310 wells in the Permian basin last year versus just 201 in 2016 .,Macroeconomics,environment,,,319,,,,,,,,,,,
cvx05_15,spurious,"Consequently , it added almost as many barrels of oil equivalent to its U.S . proved reserves via extensions and discoveries in 2017 as it did in the prior three years combined .",,,SalesVolume,added,,353,1,1,,,,,,,,
cvx05_15,missing,"Consequently , it added almost as many barrels of oil equivalent to its U.S . proved reserves via extensions and discoveries in 2017 as it did in the prior three years combined .",FinancialReport,barrels,,,357,,,,,,,,,,,
cvx05_17,missing,Chevron ' s additions to lower-value natural gas reserves were split fairly evenly between the U.S . and international areas .,FinancialReport,additions,,,403,,,,,,,,,,,
cvx05_20,mismatch_label,"Chevron ' s replacement of oil production in 2017 was dominated by the U.S . Note : Additions are organic reserve replacement , excluding purchases and disposals .",FinancialReport,replacement,Macroeconomics,replacement,439,439,,,,,,,,,,
cvx05_20,missing,"Chevron ' s replacement of oil production in 2017 was dominated by the U.S . Note : Additions are organic reserve replacement , excluding purchases and disposals .",Macroeconomics,dominated,,,446,,,,,,,,,,,
cvx05_21,missing,This shift toward home is n't confined to Chevron .,Macroeconomics,shift,,,465,,,,,,,,,,,
cvx05_22,missing,"Exxon Mobil Corp . has n't filed its 10 - K yet , so details on reserves are scarce .",FinancialReport,K,,,484,,,,,,,,,,,
cvx05_23,missing,"Still , we know from its announcement earlier this month that about 800 million - - or almost a third of the 2.7 billion barrels of oil equivalent added to its proved reserves in 2017 - - came from its unconventional operations in the U.S . , mainly in the Permian basin .",FinancialReport,announcement,,,500,,,,,,,,,,,
cvx05_25,missing,It has been established in the Permian basin for a long time and consequently pays low or no royalties on its acreage there .,Expense,royalties,,,574,,,,,,,,,,,
cvx05_26,spurious,"Exxon , meanwhile , has been buying its way into the oil world ' s equivalent of Manhattan real estate , in part to help fill a project pipeline looking somewhat thin due to sanctions on Russia .",,,Merger/Acquisition,buying,,586,1,1,,,,,,,,
cvx05_26,missing,"Exxon , meanwhile , has been buying its way into the oil world ' s equivalent of Manhattan real estate , in part to help fill a project pipeline looking somewhat thin due to sanctions on Russia .",Macroeconomics,sanctions,,,614,,,,,,,,,,,
cvx05_26,missing,"Exxon , meanwhile , has been buying its way into the oil world ' s equivalent of Manhattan real estate , in part to help fill a project pipeline looking somewhat thin due to sanctions on Russia .",Facility,way,,,588,,,,,,,,,,,
cvx05_27,mismatch_label,"Barclays estimates Exxon ' s average royalty rate in the Permian at about 20 percent , versus less than 10 percent for Chevron .",Expense,rate,FinancialReport,rate,625,625,,,,,,,,,,
cvx05_28,spurious,Both companies have yet to fully demonstrate they can make the capital-intensive business of shale development work for a supermajor ' s needs read : dividends .,,,Dividend,dividends,,667,,,,,,,,,,
cvx06_0,mismatch_label,Chevron ' s Debt Fell in 4Q17 : What to Expect in 2018,Financing,Fell,SecurityValue,Fell,4,4,,,,,,,,,,
cvx06_1,mismatch_label,Is Chevron Set to Grow in 2018 ?,FinancialReport,Grow,SecurityValue,Grow,17,17,,,,,,,,,,
cvx06_2,spurious,Chevron ' s debt position compared to peers,,,Macroeconomics,compared,,26,,,,,,,,,,
cvx06_4,spurious,We ' ll begin with debt and cash flow analysis .,,,FinancialReport,flow,,57,,,,,,,,,,
cvx06_7,mismatch_label,"Chevron ' s net debt-to-adjusted EBITDA ratio stood at 1.4 x in 4Q17 , below the average industry ratio of 1.6 x .",Financing,ratio,FinancialReport,ratio,95,95,,,,,,,,,,
cvx06_10,missing,"In 4Q17 , CVX ' s total debt-to-total capital ratio stood at 21 % , again below the industry average of 36 % .",Financing,ratio,,,145,,,,,,,,,,,
cvx06_11,spurious,"Chevron ' s net debt fell from $ 39.1 billion in 4Q16 to $ 33.9 billion in 4Q17 , which represents a 13 % YoY fall .",,,SecurityValue,fall,,185,1,1,,,,,,,,
cvx06_11,missing,"Chevron ' s net debt fell from $ 39.1 billion in 4Q16 to $ 33.9 billion in 4Q17 , which represents a 13 % YoY fall .",Financing,debt,,,164,,,,,,,,,,,
cvx06_12,spurious,Royal Dutch Shell ( RDS.A ) saw an 11 % YoY fall in net debt in 4Q17 .,,,SalesVolume,fall,,198,1,1,,,,,,,,
cvx06_12,missing,Royal Dutch Shell ( RDS.A ) saw an 11 % YoY fall in net debt in 4Q17 .,Financing,YoY,,,197,,,,,,,,,,,
cvx06_13,missing,ExxonMobil ' s ( XOM ) net debt levels remained stable in the period .,FinancialReport,levels,,,213,,,,,,,,,,,
cvx06_14,missing,"However , BP ( BP ) saw a rise in its net debt levels of 6 % YoY in 4Q17 .",Financing,rise,,,228,,,,,,,,,,,
cvx06_17,spurious,"Before examining the trend , let ' s see why CVX ' s net debt fell .",,,SecurityValue,fell,,281,1,1,,,,,,,,
cvx06_17,missing,"Before examining the trend , let ' s see why CVX ' s net debt fell .",Financing,debt,,,280,,,,,,,,,,,
cvx06_18,mismatch_label,The fall in CVX ' s net debt was because of a steeper decline in total debt than the fall in cash and equivalents .,Financing,fall,SecurityValue,fall,284,284,,,,,,,,,,
cvx06_18,mismatch_label,The fall in CVX ' s net debt was because of a steeper decline in total debt than the fall in cash and equivalents .,Financing,decline,SalesVolume,decline,296,296,,,,,,,,,,
cvx06_18,missing,The fall in CVX ' s net debt was because of a steeper decline in total debt than the fall in cash and equivalents .,Investment,fall,,,302,,,,,,,,,,,
cvx06_18,missing,The fall in CVX ' s net debt was because of a steeper decline in total debt than the fall in cash and equivalents .,FinancialReport,debt,,,290,,,,,,,,,,,
cvx06_19,missing,Total debt fell by $ 7.4 billion from 4Q16 to $ 38.7 billion in 4Q17 .,Financing,debt,,,309,,,,,,,,,,,
cvx06_20,spurious,The fall in total debt was due to an increase in upstream earnings resulting from higher oil prices .,,,Profit/Loss,earnings,,336,1,,,,,,,,,
cvx06_20,mismatch_label,The fall in total debt was due to an increase in upstream earnings resulting from higher oil prices .,Profit/Loss,increase,Revenue,increase,333,333,,,,,,,,,,
cvx06_20,mismatch_label,The fall in total debt was due to an increase in upstream earnings resulting from higher oil prices .,Financing,fall,Revenue,fall,325,325,,,,,,,,,,
cvx06_21,spurious,Cash and equivalents fell by $ 2.2 billion from 4Q16 to $ 4.8 billion in 4Q17 .,,,SalesVolume,fell,,346,1,1,,,,,,,,
cvx06_21,missing,Cash and equivalents fell by $ 2.2 billion from 4Q16 to $ 4.8 billion in 4Q17 .,Investment,Cash,,,343,,,,,,,,,,,
cvx06_22,mismatch_label,CVX ' s adjusted EBITDA rose in 4Q16 - - 4Q17 because of higher earnings in its upstream segment .,Profit/Loss,rose,SecurityValue,rose,365,365,,,,,,,,,,
cvx06_23,mismatch_label,"The rise in its adjusted EBITDA , along with a decrease in its net debt from 4Q16 to 4Q17 , led to a decline in Chevron ' s net debt-to-adjusted EBITDA multiple .",FinancialReport,decrease,SalesVolume,decrease,390,390,,,,,,,,,,
cvx06_23,mismatch_label,"The rise in its adjusted EBITDA , along with a decrease in its net debt from 4Q16 to 4Q17 , led to a decline in Chevron ' s net debt-to-adjusted EBITDA multiple .",Profit/Loss,rise,SecurityValue,rise,381,381,,,,,,,,,,
cvx06_23,mismatch_label,"The rise in its adjusted EBITDA , along with a decrease in its net debt from 4Q16 to 4Q17 , led to a decline in Chevron ' s net debt-to-adjusted EBITDA multiple .",FinancialReport,decline,SecurityValue,decline,403,403,,,,,,,,,,
cvx06_25,missing,Chevron stands below the peer average for both the debt ratios we discussed above - - a favorable scenario .,FinancialReport,stands,,,423,,,,,,,,,,,
cvx06_26,missing,"Plus , CVX ' s total debt-to-capital ratio is the second-lowest among its peers , placing it in a comfortable leverage position that provides Chevron financial strength and flexibility to handle difficult times .",FinancialReport,ratio,,,449,,,,,,,,,,,
